title,link,start_date,end_date,hours,ages,Indoor/Outdoor,Category,website,location,phone,description,cost
Miranda Russell,https://www.bostoncentral.com/events/music/p81499.php,05/02/2025,05/02/2025,8:00 pm to 10:00 pm,"Kids, Teens, Adults",Indoor,Music & Concerts,https://www.bostoncentral.com/fwd.php?pgx=fgrxpvg%2Fg%2F62569%2Ffgarir%2Fzbp.ngfrigarir%2F%2F%3Afcggu,13 WALLIS ST BEVERLY MA,978,"North Shore audiences pack the house for Miranda Russell and her extraordinary 6 piece band. A powerful and moving vocalist, Miranda's performance centers on nuanced treatments of an eclectic range of favorites from Cole Porter to Richard Thompson. Critics have routinely praised her dynamic interpretation and delivery of the American Songbook as well as her mastery of contemporary songwriters like Paul Simon and Gillian Welch.",$39.00
Pub Trivia Night at St. Mary's,https://www.bostoncentral.com/events/fundraiser/p82039.php,05/02/2025,05/02/2025,5:30pm - 9:30pm,Adults,Indoor,Fundraisers,https://www.bostoncentral.com/fwd.php?pgx=iq2jjmy3%2Fnz.hy%2F%2F%3Afcggu,67 HARVARD STREET BROOKLINE MA,N/A,"St. Mary's annual fundraiser is here! Get ready for an evening filled with trivia, music, and unforgettable memories—all in support of the beloved St. Mary of the Assumption School! 5:30pm Parish Hall Doors Open Cocktail Hour and Silent Auction Begins 6:30pm Dinner and Dancing Trivia Begins (not just 80s themed!) Attire: Rock your best 80s style! St.Mary’s Parish Hall 67 Harvard St, Brookline, MA 02445 Kindly RSVP by Friday, April 18th, 2025 using the following link - https://lu.ma/3lzww2dv Thank you to our auction donors throughout Boston!",$50
William Drummond Fife and Drum Corps Tattoo and Lexington Muster,https://www.bostoncentral.com/events/music/p82226.php,05/02/2025,05/03/2025,Hours Varysee below,"Infants, Toddlers, Kids, Teens, Adults",Outdoor,Music & Concerts,https://www.bostoncentral.com/fwd.php?pgx=%2Fteb.fewqabznvqznvyyvj.jjj%2F%2F%3Afcggu,MASSACHUSETTS AVE. LEXINGTON MA,N/A,"Tattoo: Friday, May 2, 6:30-8:30 pm on the Lexington Battle Green (1625 Massachusetts Ave.). Free outdoor evening performance of fife and drum music at the scene of the first skirmish in the Revolutionary War. Hosted by the William Diamond Junior Fife & Drum Corps of Lexington and featuring four other corps. Lexington Muster: Saturday, May 3, 12:00-4:00 pm at Hastings Park in Lexington (corner of Massachusetts Ave. and Worthen Rd.). Free outdoor afternoon of music, history and entertainment by two dozen fife and drum corps representing different eras including the Revolution, hosted by the William Diamond Junior Fife & Drum Corps of Lexington. Begins with a 250th anniversary ceremony on the Lexington Battle Green (1624 Massachusetts Ave.) honoring the 7 Lexington patriots who fell on the Green at the Battle of Lexington in 1775. Free parking; walking distance from Lexington’s historic Battle Green, Visitors Center and historic houses. HOURS ↑ top • May 2: 6:30-8:30 pm • May 3rd: 12:00-4:00 pm WEBSITE ↑ top www.williamdiamondjrs.org/ LOCATION ↑ top Massachusetts Ave., Lexington, MA, 02421 map Tattoo (May 2nd) Lexington Battle Green (1625 Massachusetts Ave.) Muster (May 3rd) Hastings Park in Lexington (corner of Massachusetts Ave. and Worthen Rd.) RELATED LINKS ↑ top Profiles Music & Concerts Localities Lexington Events William Drummond Fife and Drum Corps Tattoo and Le... , 5/2/25-5/3/25 Info changes frequently. We cannot warrant it.  Verify with William Drummond Fife and Drum Corps Tattoo and Lexington Muster before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Bessie’s Closet at Discovery Museum,https://www.bostoncentral.com/events/communityaction/p82371.php,05/02/2025,05/04/2025,Hours Varysee below,"Infants, Toddlers, Kids, Teens, Adults",Indoor,Community Action,https://www.bostoncentral.com/fwd.php?pgx=5-grfbyp-frvffro%2Ffznetbec-fgarir%2Fteb.abgpnleribpfvq.jjj%2F%2F%3Afcggu,"DISCOVERY MUSEUM, 177 MAIN STREET (ROUTE 27) ACTON MA",9782644200,"Friday, May 2 through Sunday, May 4, 2024 Fri. 3:30 - 7:30pm; Sat. & Sun. 10am - 3pm FREE - Museum Admission Not Required Bessie’s Closet is a free pop-up clothing store open to all. Supported by donations from the community, Bessie’s Closet offers new or gently-used clothing and shoes for both children and adults. Anyone who may benefit is welcome to visit Bessie’s Closet. Museum admission is not required, but also not included. All items are available free of charge, take what you need! Items available in Bessie’s Closet are dependent upon donations received. HOURS ↑ top • Friday, May 2 through Sunday, May 4, 2024 • Fri. 3:30 - 7:30pm; Sat. & Sun. 10am - 3pm",Free
First Friday Nights Free! At Discovery Museum,https://www.bostoncentral.com/events/artsculture/p82375.php,05/02/2025,06/06/2025,4:30 pm – 8:00 pm,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=52-rres-fgutva-lnqves-gfevs%2Ffznetbec-fgarir%2Fteb.abgpnleribpfvq.jjj%2F%2F%3Afcggu,"DISCOVERY MUSEUM, 177 MAIN STREET (ROUTE 27) ACTON MA",N/A,"Join us with free admission and explore the Museum and Discovery Woods on the first Friday night of every month during the school year, October through June! Discovery Woods will close at dusk. We will gratefully accept non-perishable food donations for Open Table and the Acton Food Pantry. First Friday Nights Free are generously sponsored by MathWorks.",Free
Demonstrate PR,https://www.bostoncentral.com/events/nightlife/p82404.php,05/02/2025,05/02/2025,8:00 PM - 11:00 PM,Adults,Indoor,Nightlife (21+),https://www.bostoncentral.com/fwd.php?pgx=rheg%3Djrvirec%265652%3Dc%26tavzznetbec%3Drclg_gfbc%3F%2Fzbp.avcfrenrj%2F%2F%3Afcggu,30 MELCHER ST BOSTON MA,6174042272,"Bringing the house party energy to Boston, join SPIN on the first Friday of the month for an evening of ping pong, play and endless possibilities. SPIN's First Fridays returns to Boston May 2nd daring locals to play with hometown pride. This month, we're tapping into the spirit of The Hub- the city we call home - bringing together hometown pride, local food and drink, and the personality, flair and quirks that make our city so iconic. Throughout the evening play high-energy ping pong with neighbors, family and friends while enjoying live music from and mixes that represent the sounds of Boston. Enjoy flavorful food and drinks inspired by Boston’s food scene which is rich in history, comfort food, and an evolving mix of classic and contemporary flavors. Or try out our Wicked Pairings which pairs two sharable bites with two specialty handcrafted cocktails. Witness ping pong battles between Boston icons, participate in trivia games that will test your neighborhood knowledge, take a shot at “landmark landing” ping pong skills challenges to win prizes and free drinks and connect with local makers, creators and personalities at pop-ups throughout the venue.. Whether you're a local lifer, a recent transplant, or someone in town looking to experience the city's culture, this First Friday is your chance to show off your city spirit and celebrate what makes Boston SPIN venue unique. WHAT TO EXPECT 🏆 City-themed ping-pong battles between local 'icons' 🍽 Locally-inspired flavorful bites and handcrafted cocktails 🎧 Live music/DJs keeping the hometown beats flowing 🏓 Friendly competitions and runaround games for local-themed prizes 🗳️ Hometown trivia ❤️ Participate in the making of the “I <3 Boston” interactive mural Reservations open on April 7th. Table reservations are $10/hr at wearespin.com/programming/first-friday/",$10
LIMELight: The Artistry of Still Life Artist Reception,https://www.bostoncentral.com/events/artsculture/p82407.php,05/02/2025,05/02/2025,6:00 pm - 8:00 pm,"Kids, Teens, Adults",Indoor,Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=9651062038131-fgrxpvg-abvgcrpre-gfvgen-rsvy-yyvgf-sb-legfvgen-rug-gutvyrzvy%2Fr%2Fzbp.rgveogarir.jjj%2F%2F%3Afcggu,57 PLEASANT ST MALDEN MA,N/A,"Glenn W. Davis, a graduate of the New England School of Art & Design at Suffolk University, has been creating art for over twenty-five years. His expertise spans various mediums, including oils, acrylics, pen & ink, pastels, and graphite, with a recent focus on watercolor. Davis’s work often captures the nuanced beauty of everyday scenes, such as the delicate interplay of light and perspective when looking out a window. His watercolor still lifes are renowned for their precision and understated elegance. Artist Reception Friday, May 2, 2025 6:00 PM – 8:00 PM The Gallery@57 | 57 Pleasant St., Malden A portion of the proceeds from all sales on the day of the reception will be donated to Creative Malden, an art and cultural nonprofit organization. WEBSITE ↑ top www.eventbrite.com/e/limelight-the-artistry-of-still-life-artist-reception-tickets-1318302601569 LOCATION ↑ top 57 Pleasant St, Malden, MA, 02148 map RELATED LINKS ↑ top Profiles Arts & Culture Localities Malden Events LIMELight: The Artistry of Still Life Artist Recep... , 5/2/25-5/2/25 Info changes frequently. We cannot warrant it.  Verify with LIMELight: The Artistry of Still Life Artist Reception before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Somerville Open Studios,https://www.bostoncentral.com/events/artsculture/p36050.php,05/03/2025,05/04/2025,"Saturday + Sunday, 12 – 6 pm","Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=%2Fteb.fbvqhgfarcbryyvierzbf.jjj%2F%2F%3Afcggu,VARIOUS LOCATIONS SOMERVILLE MA,N/A,"On the first weekend in May, over 400 Somerville artists will open their doors and invite the public into their studios for one of the largest single-weekend open studio events in the nation. The weekend continues to grow throughout the city, drawing in scores of local businesses and becoming a festive destination.  In the US, only New York has more artists per capita than the City of Somerville. During SOS, artists will open in every kind of working space, showcasing every kind of visual media. Throughout the city a visitor can see glass-blowers, jewelers, sculptors, digitally-based and interactive media artists, painters, photographers, weavers, printmakers, furniture makers, fashion designers, and artists whose media are too new to even have a name. Historic, converted industrial spaces such as Vernon Street and Joy Street hold more than 100 artists each; mid-sized buildings such as Mad Oyster Studios, Washington Street Art Center, Central Street, and others count their numbers in the dozens and often mount small group shows inside their buildings; Somerville’s Artisan’s Asylum is one of the largest maker spaces in the country. Not to be forgotten or overlooked, many visitors thrill to see how the scores of independent artists who make their studios in their homes integrate domestic and artistic lives into one. Somerville Open Studios is the only opportunity to get an intimate glimpse into some of these more private artist lives in what becomes equal parts Open Studios and home show. For Somerville artists without space to open to the public, SOS offers a Community Space at Arts at the Armory. The Cafe at the Armory will also house a Kid’s Art show for Somerville’s smallest future artists. The weekend features • Free trolleys to transport visitors from one neighborhood to the next (Sat & Sun) • Mapbooks available at artist-made stands throughout the city • Information kiosks located in both Davis and Union Squares • Orange balloons mark artist sites • Free, no-hassle parking in several city lots: leave your car and ride the free Trolley; City resident parking restrictions will also be lifted for this event • Some sites and one trolley will be handicapped accessible. Please check mapbook for details. WEBSITE ↑ top www.somervilleopenstudios.org/ LOCATION ↑ top Various locations, Somerville, MA, 02145 map TIPS ↑ top • Information kiosks located in both Davis and Union Squares • Orange balloons mark artist sites • Free, no-hassle parking in several city lots: leave your car and ride the free Trolley; City resident parking restrictions will also be lifted for this event • Free trolleys to transport visitors from one neighborhood to the next (Sat & Sun) • Mapbooks available at artist-made stands throughout the city • Some sites and one trolley will be handicapped accessible. Please check mapbook for details. RELATED LINKS ↑ top Profiles Arts & Culture Localities Somerville Events Somerville Open Studios , 5/3/25-5/4/25 Info changes frequently. We cannot warrant it.  Verify with Somerville Open Studios before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Kids Graphic Novel Festival 2025,https://www.bostoncentral.com/events/art/p80717.php,05/03/2025,05/03/2025,11:00 am - 5:00 pm,Kids,Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=upenrfgfrqoffqor%3Dssn%3F798298571488-fgrxpvg-5202-ynivgfrs-yriba-pvucnet-fqvx%2Fr%2Fzbp.rgveogarir.jjj%2F%2F%3Afcggu,"THE SILVER UNICORN BOOKSTORE, 12 SPRUCE STREET ACTON MA",N/A,"Stay tuned to find out which fabulous and award-wining creators of kids' comics will be joining us in 2025! As in past years, activities will be happening outside and inside the store throughout the day: • Author/Illustrator talks & meet and greets • Drawing demos • Story times • Design Your Own Cover Contest for kids with prizes! The festival is free to attend! WEBSITE ↑ top www.eventbrite.com/e/kids-graphic-novel-festival-2025-tickets-884175892897?aff=ebdssbdestsearch LOCATION ↑ top The Silver Unicorn Bookstore, 12 Spruce Street, Acton, MA, 01720 map RELATED LINKS ↑ top Profiles Arts & Crafts Localities Acton Events Kids Graphic Novel Festival 2025 , 5/3/25-5/3/25 Info changes frequently. We cannot warrant it.  Verify with Kids Graphic Novel Festival 2025 before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Draw The Line,https://www.bostoncentral.com/events/music/p81401.php,05/03/2025,05/03/2025,8:00 pm to 10:00 pm,Adults,Indoor,Music & Concerts,https://www.bostoncentral.com/fwd.php?pgx=fgrxpvg%2Fg%2F67959%2Ffgarir%2Fzbp.ngfrigarir%2F%2F%3Afcggu,13 WALLIS ST BEVERLY MA,978,"Draw The Line blazes with 25+ years of homage to rock 'n roll icons Aerosmith. As the world's only officially endorsed Aerosmith Tribute Show, it's earned nods from Aerosmith themselves, top DJs, journalists, and a global fan base. ​They channel Aerosmith's bluesy hard rock, heavy metal, and rhythm and blues with uncanny precision, belting out hits like 'Walk this Way,' 'I Don't Want to Miss a Thing,' and 'Janie's Got a Gun.' Lead singer Neill Byrnes, an MTV-recognized Steven Tyler look-alike, brings the magic to life. This isn't just a show; it's a mind-blowing, high-caliber experience that'll leave you wanting more. Don't miss your chance to witness Draw The Line as they become Aerosmith, delivering an electrifying journey through rock history. Thelarcom.org/drawtheline",$29.00
2025 Official Tacos N Tequila Bar Crawl LIVE Boston Cinco De Mayo (21+),https://www.bostoncentral.com/events/barcrawls/p81460.php,05/03/2025,05/03/2025,3:00 PM - 10:00 PM,Adults,Indoor,Bar Crawls (21+),https://www.bostoncentral.com/fwd.php?pgx=2699%3Dqvc%3F0-2126682%2Fzbp.gaiir.bt%2F%2F%3Afcggu,"WILD ROVER, 61-63 CHATHAM STREET BOSTON MA",N/A,"Boston Tacos and Tequila Cinco De Mayo Bar Crawl Crawl returns this May! Join us for tacos, tequila, margaritas, and more! 2025 Official Tacos N Tequila Bar Crawl LIVE Boston Cinco De Mayo Join us for the ultimate celebration of flavors and fun at the Tacos N Tequila Bar Crawl in Boston! This vibrant event invites locals and visitors alike to explore the best of Boston taco and tequila offerings. As part of our festive Boston Cinco de Mayo Bar Crawl 2025, participants will have the opportunity to savor a variety of delicious tacos paired with tantalizing tequila shots and cocktails at some of the city's most beloved bars and restaurants. FREE April and May Birthday Ticket If you have a birthday in April or May, message us on Instagram to redeem your FREE birthday ticket while supplies last. Understanding the Boston Taco Crawl Process 1. Book Early: Secure your tickets at BarCrawlLIVE.com ASAP for the best rates and ensure your spot in the city's ultimate Cinco De Mayo party. 2. Get the Digital Bar List: One week prior, you'll receive a special link to the Digital Bar List. This crucial guide includes your check-in details, where to pick up your exclusive wristband, information on each bar's participating hours, and other essential event insights. 3. Enjoy Exclusive Perks: Show off your wristband at the bars to enjoy waived door covers, unbeatable drink and food deals, and other exclusive perks that come with your wristband. This is your key to unlocking a fantastic bar crawl experience. Important Boston Event Information Tap HERE to learn more about the Taco Bar Event. WHEN: Saturday, May 3, 2025 EVENT HOURS: 3:00 pm until 10:00 pm WHERE: Boston, MA Faneuil Hall Boston's Best Bars and Nightclubs Partnering Bars* - Wild Rover Nightclub - Sissy K's Nightclub - Koy Restaurant Boston - Tiki Rock Bar N' Nightclub - The Hong Kong Bar - More Bars and Nightclubs TBA... *This is NOT the Official Digital Bar List. The link to the Official Digital Bar List page will be sent to you via email the week of the crawl. Ticket Perks - Exclusive Bar Crawl LIVE Wristband. - Free access to top bars, restaurants, nightclubs. - Up to 50% off on special drink deals. - Up to 20% off select food items. - 100s of Taco and Tequila Lovers. - Discounted Margaritas. - Specialty Cinco De Mayo themed drinks. - Pre-game, Halftime, and After Parties. - Photographers and videographers. - Taco Eating contest for extra fun. - Live DJs at select venues. - Handy Digital Bar List for easy navigation. - Plus many more surprises! PRO TIPS for an Unforgettable Bar Crawl Experience: Share the Official Ticket Link: Guide friends to purchase genuine tickets via the official link. Your wristbands are essential for entry. Watch Your Email: The crucial 'Digital Bar List' will arrive from info@BarCrawlLIVE.com a week before the event. Don't miss it! Follow the 'Digital Bar List': It's your ultimate guide – with registration locations, wristband pick-up times, bar hours, specials, and more. Pick Up Wristbands On Time: Collect your wristband(s) during the designated time at the check-in bar. Latecomers won't be accommodated – no wristband, no entry. Assign a Proxy if Needed: Can't make the check-in? Have a friend pick up your wristband to ensure you don't miss out. Note Bar Hours: Each bar's operating hours are listed in the 'DIGITAL BAR LIST.' Wristband and specials apply only during these times. Day-Of Check: Review the 'DIGITAL BAR LIST' on event morning for any last-minute details. Important Policies: No-Refund Policy: All sales are final. Can't make it? Contact us after the event for a credit on future crawls. Event Changes: We might alter bar lineups or schedules, but the fun continues rain or shine. Exclusive Event Wristbands: Entry is limited to BarCrawlLive.com wristband holders only. No external bands allowed. Cancellation Guarantee: Full refunds issued if the event is canceled for any reason. Entry Requirements: No wristband means no entry. Remember, this is a 21+ event. Drink Responsibly: Enjoy the crawl, but plan for a safe trip home. Date and Time: On Sat, 03 May 2025 at 15:00 - Sat, 03 May 2025 at 22:00 Venue details: Wild Rover, 61-63 Chatham Street, Boston, Massachusetts, 02109, United States Category: Attractions Prices: General Admission: USD 21.97, Buy 2 Get The 3rd Ticket FREE: USD 14.63, Early Bird General Admission: USD 16.73, VIP All-Access Ticket: USD 63.93",$see below
Everwild: Women’s MTB Day at Hale,https://www.bostoncentral.com/events/biking/p81471.php,05/03/2025,05/03/2025,8:30 AM - 5:00 PM,"Kids, Teens, Adults",Outdoor,Biking,https://www.bostoncentral.com/fwd.php?pgx=%2F2-rynu-gn-lnq-ogz-farzbj-qyvjerir%2Fgarir%2Fabvgnphqr.rynu%2F%2F%3Afcggu,80 CARBY STREET WESTWOOD MA,7812496033,"Everwild creates a space for women of all skills and abilities to advance the sport and build community through wellness, whether you’re a veteran rider or someone who has never been on a mountain bike. Skill clinics cover the essentials of mountain biking, introduce the fundamentals of jumping, develop advanced skills, and more! Workshops explore bike mechanics, nutrition, strength, and mobility. 8:30 AM-5PM. Westwood. $20-$160. Learn more at hale.education/events .",$20-$160
Between the Lines,https://www.bostoncentral.com/events/artsculture/p81495.php,05/03/2025,05/04/2025,Hours Varysee below,"Infants, Toddlers, Kids, Teens, Adults",Indoor,Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=00-91-30-50-5202-fravy-rug-arrjgro%2Ffyvngrq-garir%2Fteb.rtngfncna.jjj%2F%2F%3Afcggu,50 OAKLAND ST WELLESLEY HILLS MA,N/A,"Step into the magical world of Between the Lines, a poignant and imaginative musical based on the novel by Jodi Picoult and Samantha van Leer. The story follows Delilah, a bookish teenager struggling to find her place in the real world. Her escape comes in the form of her favorite fairy tale, where the dashing Prince Oliver lives a perfect life—or so it seems. When Delilah discovers she can communicate with Oliver, the line between fiction and reality begins to blur, leading to an extraordinary journey of friendship, love, and self-discovery. With a captivating score featuring songs like the heartfelt “Something to Hold On To,” the empowering “Do It For You,” and the whimsical “Between the Lines,” this enchanting musical explores the magic of storytelling and the courage it takes to write your own ending. Don’t miss this unforgettable production that’s sure to resonate with dreamers of all ages! HOURS ↑ top • May 03, 2025 - 7:00 pm - 9:00 pm • May 04, 2025 - 1:00 pm - 3:00 pm",$11 - $16
Arts Wayland Presents: Mosaic Jewelry Workshop,https://www.bostoncentral.com/events/art/p81580.php,05/03/2025,05/03/2025,2:00 pm to 4:30 pm,"Kids, Teens, Adults",Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=5202-lnz-cbufxebj-leyrjrw-pvnfbz-ynvprcf%2Ffrtnc%2Fzbp.qanylnjfgen%2F%2F%3Afcggu,111 RIVERVIEW AVE WALTHAM MA,6175138232,"With Mother's Day around the corner, sign up for this special mosaic jewelry workshop provides a fun way to celebrate mothers and the other women in your life including daughters, cousins, grandmothers, mothers, significant others. On Saturday May 3rd from 2 pm to 4:30 in mosaic artist Amy Marks’ studio in Waltham, come with your mom or make a unique piece of jewelry for her that she'll treasure for years to come. Amy will supply the silver-plated pendant bases, rings, bracelets and earring blanks and all the glass, china, beads, jewels and bling that you will need to make a unique gift for your mom or you. The best part--no previous jewelry or mosaic experience is needed. Feel free to bring beverages and snacks to share. The course fee includes all supplies to make one piece jewelry. Sign up HERE!",$45
The Northeast Sea Glass Expo,https://www.bostoncentral.com/events/art/p81847.php,05/03/2025,05/04/2025,Hours Varysee below,Adults,Indoor,Arts & Crafts,N/A,311 WINNACUNNET ROAD HAMPTON NH,6032755191,"The Northeast Sea Glass Expo is a vibrant two-day event that celebrates the beauty and artistry of ocean-inspired creations. Held at Seacoast United in Hampton, New Hampshire, this expo brings together talented artists from across the region and beyond to showcase and sell their unique works made from materials collected from the sea. Think sea glass jewelry, driftwood sculptures, seashell decor, and beach stone art-each piece reflecting the natural treasures of the coast. It's a chance for visitors to immerse themselves in a coastal creative scene, explore one-of-a-kind handmade items, and connect with makers passionate about transforming ocean finds into stunning art. This year, it's happening on May 3 from 10 a.m. to 4 p.m. and May 4 from 10 a.m. to 3 p.m., offering a full weekend to browse, shop, and enjoy the seaside vibe. HOURS ↑ top May 3, 10-4 May 4, 10-3",$see below
GISB Flea Market – Flohmarkt,https://www.bostoncentral.com/events/seasonalfun/p81900.php,05/03/2025,05/03/2025,1:00 PM - 4:00 PM,"Infants, Toddlers, Kids, Teens, Adults",Outdoor,Seasonal Fun,https://www.bostoncentral.com/fwd.php?pgx=%2Fgrxenz-nrys%2Frq%2Fteb.fbofvt%2F%2F%3Afcggu,57 HOLTON STREET BOSTON MA,N/A,"Mark your calendar! The Annual GISB Flea Market is happening on Saturday, May 3, from 1:00 – 4:00 PM at the GISB Upper Campus on Holton Street in Boston. Enjoy an afternoon of shopping, socializing, and great finds! Whether you're hunting for unique treasures or just want to soak in the community atmosphere, there's something for everyone. Please bring cash—some vendors may not accept cards. Everyone is welcome—bring your friends and family! We can't wait to see you there! WEBSITE ↑ top gisbos.org/de/flea-market/ LOCATION ↑ top 57 Holton Street, Boston, MA, 02134 map RELATED LINKS ↑ top Profiles Seasonal Fun Localities Boston Events GISB Flea Market – Flohmarkt , 5/3/25-5/3/25 Info changes frequently. We cannot warrant it.  Verify with GISB Flea Market – Flohmarkt before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Hard Knock Laughs,https://www.bostoncentral.com/events/nightlife/p81976.php,05/03/2025,05/03/2025,9:00 pm to 10:15 pm,"Teens, Adults",Indoor,Nightlife (21+),https://www.bostoncentral.com/fwd.php?pgx=76s37371o962-7058-no44-29np-q5927n49%2Frhari%2Fzbp.kvgzhylfn%2F%2F%3Afcggu,74 WARRENTON ST BOSTON MA,6172631221,"Hard Knock Laughs is back—bigger, bolder, and funnier than ever! Originally launched in 2008, this high-energy comedy showcase dominated NYC’s stand-up scene for over a decade, bringing top-tier talent to iconic venues like Stand Up NY, Comedy Cellar, and Westside Comedy Club. After a successful run on the Las Vegas strip and the creation of its virtual spinoff, 'Me and the Comedian', the show makes its much-anticipated return to live audiences in 2025. Hosting the night is none other than Bostonian native Jeffrey Hernandez, the host and creator behind Hard Knock Laughs. A powerhouse on the NYC comedy circuit, Jeff’s razor-sharp wit, magnetic stage presence, and fearless storytelling have made him an instant favorite everywhere he performs. After hosting and headlining at premier comedy clubs across the country, he is happy to bring Hard Knock Laughs to Boston. Over the years, Hard Knock Laughs has featured an all-star lineup of comedy heavyweights, including Louis C.K., Amy Schumer, Jay Pharaoh, Chris Rock, David Alan Grier, Michael Che, Tony Woods, Godfrey, George Wallace, Judah Friedlander, Caroline Rhea, Mike Yard, Andrew Schulz, Kyle Grooms, Donnell Rawlings, Pete Davidson, and Brandon T. Jackson—and this special anniversary show will bring a lineup of special guest comics to Boston. Expect a night of unfiltered, laugh-out-loud comedy, a DJ keeping the party going, with a handpicked lineup of the funniest comedians in the game. Whether you're a die-hard comedy fan or just looking for a night of top-tier entertainment, Hard Knock Laughs is the show you don’t want to miss. IMPORTANT TO KNOW: Lil' Chuck has a full cocktail bar open from 8:30 PM until 1 hour after the end of the performance. 21+ to drink with valid ID or US Passport ADA Accessible",$30.00
New England Philharmonic and Chorus pro Musica — Paths of Peace,https://www.bostoncentral.com/events/artsculture/p82020.php,05/03/2025,05/03/2025,1 1/2 Hours (3:30pm Concert) or 2 Hours (7:00pm Concert),"Kids, Teens, Adults",Indoor,Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=ucra%3Dtavgrxpvg%3Fcuc.krqav%2Fzbp.rycbrc-fgen.ccn%2F%2F%3Afcggu,"UNITED PARISH IN BROOKLINE, 210 HARVARD ST BROOKLINE MA",855,"The New England Philharmonic (NEP) and Chorus pro Musica (CpM) conclude their 2024-2025 seasons with their collaborative concert, “Paths of Peace,” on Saturday, May 3, 3:30pm and 7:00pm at United Parish in Brookline. Orchestra and chorus join forces to perform John Adams’s Harmonium, a powerful exploration of love and death featuring the texts of John Donne and Emily Dickinson. NEP concertmaster and perennial favorite Danielle Maddon explores Roxanna Panufnik’s beautiful violin concerto Abraham: A Concerto for Hope, and the full orchestra takes on the dramatic Mathis der Maler Symphony of Paul Hindemith (7:00pm performance only). The concert closes with Eric Nathan’s Open again a turn of light for chorus and orchestra, which sets a text by Boston-based poet Sawako Nakayasu. This performance also celebrates Nathan’s contributions to the NEP, at the conclusion of his tenure as Composer-in-Residence. Pay as you Wish tickets are available at nephilharmonic.org",$see below
Crossroads Presents May Erlewine,https://www.bostoncentral.com/events/music/p82077.php,05/03/2025,05/03/2025,7:00 pm onwards,"Kids, Teens, Adults",Indoor,Music & Concerts,https://www.bostoncentral.com/fwd.php?pgx=ravjryer-lnz%2Ffgarir%2F939-rsnp-zbbe-qre%2Fhqr.rryxero.jjj%2F%2F%3Afcggu,939 BOYLSTON ST BOSTON MA,617,"May Erlewine has dedicated her life to writing songs for the human heart’s existence.These songs have the relentless ability to find the tender places within us. Her body of work stands as a reminder that our greatest strengths come from allowing ourselves to be courageously vulnerable. It’s evident that her career in the music industry has been service-oriented. She uses her platform to fight for positive change. Stressing the important, necessary work of advocacy, justice and empowerment in our world. This community building message has touched people all across the globe. Her new album, What It Takes, culminates decades of hard work and perseverance. Produced by Theo Katzman and recorded in the north woods of Michigan, the record offers a fresh and electric sound supporting May’s soulfully familiar songs. Her calling is to share this music. Her words have held solace for weary hearts. They offer a light in the darkness and leave space for the pain and joy of being alive. When she starts to sing, everyone is invited, come as you are.",$see below
